"Flightid";"Routecode";"Origin";"Destination";"Flightdate";"Flightdurationmins";"Aircrafttype";"Seatsavailable";"Seatssold";"Revenue";"Operationalcost"
8157;"MAA-BOM";"MAA";"BOM";"2023-01-26";193;"Airbus A321";220;201;802794.0;679448.06
8158;"LKO-BOM";"LKO";"BOM";"2022-04-14";231;"Boeing 737 MAX 8";186;172;1741500.0;1108845.07
8159;"DEL-BLR";"DEL";"BLR";"2025-12-21";214;"Airbus A320";180;161;1694525.0;1177659.98
8160;"JAI-DEL";"JAI";"DEL";"2024-12-08";148;"Airbus A320neo";186;128;1393920.0;853150.18
8161;"NAG-BOM";"NAG";"BOM";"2026-05-10";193;"Boeing 787-8";256;165;1591920.0;1158246.34
8162;"JAI-DEL";"JAI";"DEL";"2022-04-11";202;"Airbus A320neo";186;158;1809258.0;1318071.41
8163;"JAI-DEL";"JAI";"DEL";"2023-12-08";140;"Airbus A320";180;147;904344.0;533419.81
8164;"COK-BLR";"COK";"BLR";"2026-12-25";202;"ATR 72";78;69;274206.0;193865.16
8165;"LKO-BOM";"LKO";"BOM";"2022-04-30";96;"Boeing 787-8";256;196;2074268.0;1628044.97
8166;"BOM-DEL";"BOM";"DEL";"2026-03-19";171;"Boeing 787-8";256;188;773056.0;629678.35
8167;"IXB-CCU";"IXB";"CCU";"2025-02-07";64;"Boeing 737 MAX 8";186;164;1534220.0;1267237.0
8168;"JAI-DEL";"JAI";"DEL";"2026-05-11";185;"ATR 72";78;47;309448.0;229685.71
8169;"BLR-HYD";"BLR";"HYD";"2025-08-10";181;"Boeing 737-800";189;172;1295332.0;1095885.34
8170;"BLR-HYD";"BLR";"HYD";"2026-06-19";159;"ATR 72";78;73;197392.0;177527.58
8171;"GOI-DEL";"GOI";"DEL";"2022-01-16";158;"Airbus A320";180;179;535031.0;478667.26
8172;"NAG-BOM";"NAG";"BOM";"2023-12-11";55;"Airbus A321";220;168;1656312.0;1374030.62
8173;"BOM-DEL";"BOM";"DEL";"2023-05-18";200;"ATR 72";78;57;295887.0;162761.96
8174;"DEL-BLR";"DEL";"BLR";"2022-10-02";145;"Airbus A320";180;127;805815.0;694061.46
8175;"JAI-DEL";"JAI";"DEL";"2022-12-14";141;"Airbus A320neo";186;176;1901504.0;1689175.06
8176;"CCU-DEL";"CCU";"DEL";"2023-02-03";136;"Boeing 787-8";256;159;1483947.0;925437.45
8177;"DEL-BLR";"DEL";"BLR";"2025-12-26";200;"ATR 72";78;66;759198.0;642958.41
8178;"MAA-BOM";"MAA";"BOM";"2022-01-31";225;"Boeing 737-800";189;128;417664.0;238009.12
8179;"DEL-BLR";"DEL";"BLR";"2025-05-19";93;"Boeing 737-800";189;149;1402686.0;927677.27
8180;"DEL-BLR";"DEL";"BLR";"2026-04-21";171;"Boeing 737-800";189;109;1116160.0;828864.63
8181;"DEL-BLR";"DEL";"BLR";"2023-01-17";59;"ATR 72";78;61;352153.0;231312.28
8182;"BLR-HYD";"BLR";"HYD";"2022-04-25";127;"ATR 72";78;75;628275.0;497976.2
8183;"DEL-BLR";"DEL";"BLR";"2026-10-11";234;"Boeing 737-800";189;150;1788000.0;1429420.89
8184;"IXC-DEL";"IXC";"DEL";"2022-08-18";239;"Boeing 787-8";256;170;1187960.0;984192.83
8185;"BOM-DEL";"BOM";"DEL";"2022-09-11";69;"ATR 72";78;54;140778.0;107415.07
8186;"NAG-BOM";"NAG";"BOM";"2026-02-19";78;"Airbus A320neo";186;103;639527.0;413839.74
8187;"AMD-BOM";"AMD";"BOM";"2024-10-10";179;"Boeing 787-8";256;237;1082379.0;695927.33
8188;"MAA-BOM";"MAA";"BOM";"2025-10-20";151;"Airbus A320neo";186;139;460229.0;298045.38
8189;"DEL-BLR";"DEL";"BLR";"2026-09-10";118;"Airbus A320neo";186;154;898590.0;598771.12
8190;"DEL-BLR";"DEL";"BLR";"2025-10-02";138;"Airbus A320";180;105;292425.0;259077.84
8191;"MAA-BOM";"MAA";"BOM";"2025-10-17";68;"Boeing 787-8";256;200;1918400.0;1198605.1
8192;"CCU-DEL";"CCU";"DEL";"2023-05-11";62;"Airbus A320";180;176;639232.0;539948.39
8193;"BOM-DEL";"BOM";"DEL";"2022-08-26";97;"ATR 72";78;54;614574.0;432753.57
8194;"GOI-DEL";"GOI";"DEL";"2025-06-06";162;"Boeing 737-800";189;146;1249614.0;948894.15
8195;"NAG-BOM";"NAG";"BOM";"2025-04-07";170;"Boeing 737 MAX 8";186;142;1372146.0;931269.37
8196;"IXC-DEL";"IXC";"DEL";"2022-02-04";158;"ATR 72";78;48;346560.0;250508.99
8197;"COK-BLR";"COK";"BLR";"2023-09-26";102;"Boeing 737-800";189;189;590814.0;424355.44
8198;"BLR-HYD";"BLR";"HYD";"2023-04-03";132;"Airbus A320";180;142;636728.0;519888.44
8199;"BLR-HYD";"BLR";"HYD";"2022-02-15";92;"Boeing 737 MAX 8";186;159;540123.0;424862.13
8200;"NAG-BOM";"NAG";"BOM";"2023-10-15";92;"ATR 72";78;62;501394.0;309000.55
8201;"COK-BLR";"COK";"BLR";"2022-10-11";60;"Boeing 737-800";189;111;584748.0;448691.83
8202;"AMD-BOM";"AMD";"BOM";"2026-07-22";61;"Boeing 737 MAX 8";186;164;1408432.0;1194616.35
8203;"LKO-BOM";"LKO";"BOM";"2024-11-14";69;"Boeing 787-8";256;147;1326234.0;838550.31
8204;"MAA-BOM";"MAA";"BOM";"2025-03-08";112;"Airbus A320";180;104;442104.0;381011.33
8205;"IXC-DEL";"IXC";"DEL";"2024-04-22";76;"Airbus A320";180;109;1203142.0;943978.51
8206;"MAA-BOM";"MAA";"BOM";"2024-09-09";52;"Airbus A321";220;210;2247630.0;1664795.7
8207;"IXC-DEL";"IXC";"DEL";"2022-05-19";218;"ATR 72";78;64;482624.0;339784.83
8208;"TRV-MAA";"TRV";"MAA";"2024-01-05";60;"Airbus A321";220;155;1756925.0;1502671.71
8209;"DEL-BLR";"DEL";"BLR";"2022-07-28";153;"ATR 72";78;58;663404.0;574152.05
8210;"IXB-CCU";"IXB";"CCU";"2024-06-13";137;"Boeing 737-800";189;154;1593438.0;1145771.45
8211;"JAI-DEL";"JAI";"DEL";"2025-02-11";77;"Boeing 737-800";189;176;1442320.0;868517.71
8212;"GOI-DEL";"GOI";"DEL";"2026-11-21";235;"Boeing 737-800";189;121;1281753.0;875462.45
8213;"NAG-BOM";"NAG";"BOM";"2022-04-05";73;"Boeing 787-8";256;162;1573992.0;883999.07
8214;"AMD-BOM";"AMD";"BOM";"2022-06-15";107;"Boeing 787-8";256;168;1621368.0;1322714.71
8215;"PNQ-HYD";"PNQ";"HYD";"2022-07-13";197;"Airbus A320neo";186;102;358326.0;296753.4
8216;"IXB-CCU";"IXB";"CCU";"2024-04-27";168;"Airbus A321";220;219;1647318.0;1440219.31
8217;"CCU-DEL";"CCU";"DEL";"2026-01-02";217;"Airbus A320neo";186;171;939474.0;637548.54
8218;"BOM-DEL";"BOM";"DEL";"2026-02-10";119;"Boeing 787-8";256;145;392950.0;232016.43
8219;"TRV-MAA";"TRV";"MAA";"2022-07-23";99;"Boeing 737-800";189;187;1564629.0;1067794.76
8220;"NAG-BOM";"NAG";"BOM";"2022-03-31";92;"Airbus A321";220;154;474782.0;393936.8
8221;"JAI-DEL";"JAI";"DEL";"2024-09-23";98;"ATR 72";78;70;433160.0;243043.39
8222;"COK-BLR";"COK";"BLR";"2024-08-21";73;"Airbus A320neo";186;120;476280.0;286711.92
8223;"AMD-BOM";"AMD";"BOM";"2023-10-25";227;"Airbus A320neo";186;118;475422.0;383810.93
8224;"MAA-BOM";"MAA";"BOM";"2025-09-20";220;"Boeing 737 MAX 8";186;172;1827156.0;1175798.38
8225;"LKO-BOM";"LKO";"BOM";"2025-07-22";215;"Boeing 737-800";189;135;762885.0;665608.6
8226;"IXB-CCU";"IXB";"CCU";"2023-10-28";83;"Boeing 737 MAX 8";186;119;728399.0;621896.45
8227;"GOI-DEL";"GOI";"DEL";"2024-08-18";98;"Boeing 737-800";189;148;1113700.0;922645.59
8228;"MAA-BOM";"MAA";"BOM";"2025-05-05";211;"Boeing 737 MAX 8";186;164;1634260.0;985371.3
8229;"TRV-MAA";"TRV";"MAA";"2022-07-08";134;"ATR 72";78;68;484024.0;373589.4
8230;"TRV-MAA";"TRV";"MAA";"2024-11-08";129;"Airbus A320neo";186;132;982872.0;790674.14
8231;"IXC-DEL";"IXC";"DEL";"2026-01-14";80;"Airbus A321";220;126;391860.0;222983.82
8232;"PNQ-HYD";"PNQ";"HYD";"2024-12-02";145;"Boeing 737 MAX 8";186;159;774171.0;690061.9
8233;"AMD-BOM";"AMD";"BOM";"2026-02-28";210;"Boeing 737 MAX 8";186;177;460377.0;277608.5
8234;"BLR-HYD";"BLR";"HYD";"2024-07-04";148;"Boeing 737-800";189;149;692552.0;554092.24
8235;"MAA-BOM";"MAA";"BOM";"2026-10-16";127;"Airbus A321";220;201;1982664.0;1424311.73
8236;"GOI-DEL";"GOI";"DEL";"2023-12-20";167;"Airbus A321";220;220;1415260.0;1210436.31
8237;"LKO-BOM";"LKO";"BOM";"2023-10-27";110;"Airbus A321";220;185;1206015.0;936388.04
8238;"IXC-DEL";"IXC";"DEL";"2023-06-25";59;"ATR 72";78;76;742140.0;486326.14
8239;"IXC-DEL";"IXC";"DEL";"2025-07-11";221;"Boeing 737-800";189;141;936240.0;572407.93
8240;"IXC-DEL";"IXC";"DEL";"2025-08-14";191;"Boeing 787-8";256;163;593483.0;424633.18
8241;"LKO-BOM";"LKO";"BOM";"2024-07-17";211;"Airbus A320neo";186;159;1082631.0;818288.41
8242;"IXB-CCU";"IXB";"CCU";"2025-10-27";63;"Airbus A321";220;211;1728301.0;1518719.21
8243;"LKO-BOM";"LKO";"BOM";"2023-09-28";198;"Airbus A320";180;127;1264285.0;880394.81
8244;"IXC-DEL";"IXC";"DEL";"2025-03-04";67;"Airbus A320neo";186;106;1106428.0;843836.68
8245;"PNQ-HYD";"PNQ";"HYD";"2023-11-22";74;"Airbus A320";180;119;711144.0;392667.71
8246;"IXB-CCU";"IXB";"CCU";"2023-10-10";207;"Boeing 737-800";189;108;294732.0;254943.91
8247;"LKO-BOM";"LKO";"BOM";"2025-05-18";107;"Airbus A321";220;135;1170720.0;707177.55
8248;"BOM-DEL";"BOM";"DEL";"2025-02-13";104;"Airbus A320";180;115;1276385.0;1082789.1
8249;"COK-BLR";"COK";"BLR";"2023-01-29";235;"Airbus A321";220;171;1409211.0;1209915.58
8250;"COK-BLR";"COK";"BLR";"2024-07-15";214;"Airbus A321";220;170;630700.0;518072.44
8251;"NAG-BOM";"NAG";"BOM";"2024-06-11";185;"Airbus A320";180;111;931179.0;668145.54
8252;"BOM-DEL";"BOM";"DEL";"2024-01-10";186;"Boeing 737 MAX 8";186;155;1126385.0;955674.12
8253;"JAI-DEL";"JAI";"DEL";"2024-06-24";114;"Airbus A320neo";186;154;881496.0;486493.23
8254;"PNQ-HYD";"PNQ";"HYD";"2024-10-21";195;"Boeing 787-8";256;252;1749888.0;998959.09
8255;"IXB-CCU";"IXB";"CCU";"2026-08-04";141;"Boeing 737-800";189;155;1447700.0;970127.48
8256;"CCU-DEL";"CCU";"DEL";"2022-10-02";224;"Airbus A320neo";186;158;1620448.0;947331.43
8257;"IXC-DEL";"IXC";"DEL";"2024-06-10";204;"Boeing 737-800";189;158;1288332.0;1078927.39
8258;"JAI-DEL";"JAI";"DEL";"2022-03-07";216;"Airbus A321";220;157;1467479.0;1244506.6
8259;"LKO-BOM";"LKO";"BOM";"2026-01-21";186;"Airbus A320neo";186;126;1236060.0;857148.65
8260;"CCU-DEL";"CCU";"DEL";"2024-12-31";57;"Airbus A321";220;197;2105930.0;1235600.13
8261;"IXB-CCU";"IXB";"CCU";"2024-05-26";148;"Boeing 737 MAX 8";186;156;1326000.0;944167.67
8262;"IXC-DEL";"IXC";"DEL";"2024-07-12";187;"Airbus A320";180;108;1218240.0;761888.27
8263;"LKO-BOM";"LKO";"BOM";"2024-08-02";111;"Airbus A320neo";186;184;1832088.0;1011209.35
8264;"CCU-DEL";"CCU";"DEL";"2026-02-03";213;"Airbus A320";180;158;1023366.0;600578.61
8265;"BOM-DEL";"BOM";"DEL";"2024-04-22";210;"Airbus A321";220;201;1263687.0;1110524.81
8266;"BLR-HYD";"BLR";"HYD";"2026-12-05";103;"Boeing 737-800";189;120;962520.0;562789.96
8267;"BOM-DEL";"BOM";"DEL";"2022-01-16";222;"Boeing 737 MAX 8";186;152;1095920.0;778060.7
8268;"CCU-DEL";"CCU";"DEL";"2026-08-15";136;"Boeing 737-800";189;128;451328.0;251441.81
8269;"COK-BLR";"COK";"BLR";"2022-06-16";199;"Airbus A320neo";186;111;356865.0;264961.73
8270;"NAG-BOM";"NAG";"BOM";"2025-02-08";137;"Boeing 737-800";189;142;1086016.0;778392.35
8271;"GOI-DEL";"GOI";"DEL";"2022-02-11";91;"Airbus A320";180;107;1108306.0;647122.31
8272;"AMD-BOM";"AMD";"BOM";"2025-09-17";187;"Airbus A320";180;173;1668931.0;1334188.84
8273;"BOM-DEL";"BOM";"DEL";"2024-12-19";125;"Airbus A320neo";186;105;615720.0;553573.62
8274;"TRV-MAA";"TRV";"MAA";"2022-07-17";223;"ATR 72";78;75;763575.0;472097.53
8275;"COK-BLR";"COK";"BLR";"2022-05-15";186;"Airbus A320";180;114;817836.0;504633.1
8276;"JAI-DEL";"JAI";"DEL";"2023-10-20";150;"Boeing 787-8";256;244;2806244.0;2081619.33
8277;"COK-BLR";"COK";"BLR";"2025-07-28";192;"Boeing 737-800";189;167;1508845.0;1059261.29
8278;"AMD-BOM";"AMD";"BOM";"2024-04-15";223;"Boeing 737-800";189;139;1436843.0;988899.54
8279;"IXB-CCU";"IXB";"CCU";"2022-12-04";160;"Boeing 787-8";256;197;1573636.0;877488.66
8280;"DEL-BLR";"DEL";"BLR";"2026-09-17";222;"Boeing 787-8";256;199;818288.0;659470.14
8281;"COK-BLR";"COK";"BLR";"2025-11-16";217;"Airbus A321";220;180;1385640.0;1116404.49
8282;"TRV-MAA";"TRV";"MAA";"2024-05-14";107;"Boeing 787-8";256;156;1750008.0;1460650.65
8283;"IXB-CCU";"IXB";"CCU";"2025-11-27";64;"Airbus A320";180;116;820700.0;690115.44
8284;"PNQ-HYD";"PNQ";"HYD";"2026-08-02";203;"Boeing 737 MAX 8";186;129;719562.0;546264.74
8285;"CCU-DEL";"CCU";"DEL";"2023-12-02";177;"Boeing 737 MAX 8";186;156;563784.0;316485.81
8286;"COK-BLR";"COK";"BLR";"2023-05-07";182;"Airbus A321";220;148;922336.0;784615.03
8287;"PNQ-HYD";"PNQ";"HYD";"2024-10-06";161;"Airbus A320neo";186;117;797823.0;487597.48
8288;"IXB-CCU";"IXB";"CCU";"2025-09-23";219;"Airbus A320neo";186;141;1632921.0;1431109.51
8289;"CCU-DEL";"CCU";"DEL";"2024-02-19";151;"Boeing 737 MAX 8";186;117;679770.0;391063.43
8290;"GOI-DEL";"GOI";"DEL";"2022-06-09";232;"Airbus A320";180;149;1557348.0;1389813.17
8291;"JAI-DEL";"JAI";"DEL";"2024-07-17";158;"ATR 72";78;70;699860.0;546654.4
8292;"BLR-HYD";"BLR";"HYD";"2024-05-25";127;"ATR 72";78;54;462834.0;404588.56
8293;"TRV-MAA";"TRV";"MAA";"2026-12-13";105;"Airbus A320";180;177;561090.0;496874.74
8294;"BOM-DEL";"BOM";"DEL";"2022-06-15";177;"Airbus A320";180;179;479004.0;323204.0
8295;"IXB-CCU";"IXB";"CCU";"2023-08-04";219;"ATR 72";78;53;356213.0;234912.44
8296;"IXB-CCU";"IXB";"CCU";"2024-07-25";65;"ATR 72";78;58;239772.0;204081.05
8297;"PNQ-HYD";"PNQ";"HYD";"2022-11-21";146;"Airbus A320";180;117;795951.0;693612.59
8298;"IXC-DEL";"IXC";"DEL";"2022-07-04";228;"Boeing 737 MAX 8";186;185;991970.0;581515.84
8299;"NAG-BOM";"NAG";"BOM";"2022-06-06";138;"Airbus A320";180;104;1132456.0;834183.49
8300;"AMD-BOM";"AMD";"BOM";"2024-03-24";177;"Boeing 787-8";256;224;1888768.0;1118831.32
8301;"TRV-MAA";"TRV";"MAA";"2026-01-01";233;"Boeing 737-800";189;113;438214.0;379079.15
8302;"JAI-DEL";"JAI";"DEL";"2022-01-06";184;"Boeing 737 MAX 8";186;144;1364688.0;1130604.85
8303;"IXB-CCU";"IXB";"CCU";"2026-12-10";171;"Airbus A320neo";186;151;1687274.0;1068162.24
8304;"LKO-BOM";"LKO";"BOM";"2022-03-07";141;"Boeing 737-800";189;132;672144.0;557262.06
8305;"DEL-BLR";"DEL";"BLR";"2023-11-15";78;"Boeing 737 MAX 8";186;162;625320.0;417059.17
8306;"IXB-CCU";"IXB";"CCU";"2023-02-18";150;"Airbus A320";180;123;1390884.0;1021950.48
8307;"NAG-BOM";"NAG";"BOM";"2026-07-18";181;"Boeing 737 MAX 8";186;128;417024.0;320985.98
8308;"IXB-CCU";"IXB";"CCU";"2025-11-27";193;"Boeing 737-800";189;121;1315754.0;1141451.39
8309;"PNQ-HYD";"PNQ";"HYD";"2024-01-25";233;"Boeing 737-800";189;156;953160.0;660085.23
8310;"BOM-DEL";"BOM";"DEL";"2022-08-16";107;"ATR 72";78;56;423080.0;366475.62
8311;"DEL-BLR";"DEL";"BLR";"2026-10-10";154;"Boeing 737 MAX 8";186;125;900375.0;756288.44
8312;"AMD-BOM";"AMD";"BOM";"2024-12-26";109;"Airbus A320";180;104;878800.0;578491.09
8313;"DEL-BLR";"DEL";"BLR";"2025-09-22";87;"Boeing 787-8";256;152;1583536.0;1096824.35
8314;"JAI-DEL";"JAI";"DEL";"2022-10-23";187;"Boeing 737 MAX 8";186;114;664734.0;512553.37
8315;"JAI-DEL";"JAI";"DEL";"2025-05-19";60;"Boeing 787-8";256;217;2500925.0;2076419.82
8316;"IXC-DEL";"IXC";"DEL";"2026-09-28";213;"ATR 72";78;78;318786.0;276825.9
8317;"BOM-DEL";"BOM";"DEL";"2024-08-01";81;"Boeing 787-8";256;239;1130231.0;774736.4
8318;"TRV-MAA";"TRV";"MAA";"2025-09-13";57;"Airbus A321";220;156;1460316.0;1153984.79
8319;"IXB-CCU";"IXB";"CCU";"2022-12-22";83;"Airbus A321";220;187;547723.0;325276.83
8320;"JAI-DEL";"JAI";"DEL";"2026-07-19";95;"Boeing 737 MAX 8";186;164;1650332.0;950433.08
8321;"MAA-BOM";"MAA";"BOM";"2022-10-29";57;"Airbus A320neo";186;144;578016.0;339682.01
8322;"TRV-MAA";"TRV";"MAA";"2022-03-12";189;"Airbus A321";220;167;767031.0;483173.96
8323;"GOI-DEL";"GOI";"DEL";"2025-06-15";141;"ATR 72";78;78;434538.0;353548.14
8324;"AMD-BOM";"AMD";"BOM";"2025-10-06";181;"Airbus A321";220;208;772928.0;500878.36
8325;"GOI-DEL";"GOI";"DEL";"2024-05-29";54;"Airbus A320neo";186;112;1241632.0;929888.15
8326;"IXC-DEL";"IXC";"DEL";"2025-02-23";191;"Boeing 737-800";189;151;746997.0;672012.1
8327;"LKO-BOM";"LKO";"BOM";"2024-10-19";127;"Boeing 787-8";256;245;1204910.0;1005215.97
8328;"COK-BLR";"COK";"BLR";"2023-01-07";142;"ATR 72";78;75;803850.0;532634.9
8329;"COK-BLR";"COK";"BLR";"2023-10-07";216;"Boeing 737-800";189;165;878460.0;759077.11
8330;"TRV-MAA";"TRV";"MAA";"2022-09-04";165;"Airbus A320neo";186;104;535392.0;399193.6
8331;"IXC-DEL";"IXC";"DEL";"2025-01-09";200;"Airbus A321";220;184;649888.0;412857.23
8332;"BOM-DEL";"BOM";"DEL";"2023-07-01";140;"Boeing 737 MAX 8";186;129;1464795.0;933357.44
8333;"IXC-DEL";"IXC";"DEL";"2022-10-09";77;"Airbus A320neo";186;161;1914934.0;1293714.01
8334;"AMD-BOM";"AMD";"BOM";"2024-02-16";176;"Boeing 787-8";256;198;496188.0;404700.27
8335;"IXB-CCU";"IXB";"CCU";"2025-03-12";171;"Boeing 787-8";256;244;2678632.0;2165397.9
8336;"LKO-BOM";"LKO";"BOM";"2023-10-25";58;"Airbus A320";180;149;423458.0;256498.43
8337;"LKO-BOM";"LKO";"BOM";"2024-02-04";238;"Airbus A320";180;167;1059114.0;647353.06
8338;"GOI-DEL";"GOI";"DEL";"2024-07-26";201;"Airbus A321";220;203;2286795.0;1973075.15
8339;"TRV-MAA";"TRV";"MAA";"2023-04-28";136;"Boeing 737-800";189;148;1166684.0;864955.36
8340;"GOI-DEL";"GOI";"DEL";"2024-10-03";187;"Airbus A320neo";186;161;1308930.0;1096953.15
8341;"AMD-BOM";"AMD";"BOM";"2025-09-28";162;"Airbus A320neo";186;168;564984.0;385102.67
8342;"AMD-BOM";"AMD";"BOM";"2026-07-11";198;"Airbus A321";220;142;1102630.0;649691.2
8343;"IXB-CCU";"IXB";"CCU";"2024-12-03";146;"Boeing 737 MAX 8";186;104;784888.0;542911.82
8344;"BLR-HYD";"BLR";"HYD";"2026-08-05";154;"ATR 72";78;54;514512.0;324239.31
8345;"BOM-DEL";"BOM";"DEL";"2022-05-02";162;"Boeing 737 MAX 8";186;139;1211107.0;797149.01
8346;"IXB-CCU";"IXB";"CCU";"2022-11-15";88;"Airbus A320";180;118;472472.0;346657.43
8347;"AMD-BOM";"AMD";"BOM";"2023-10-08";179;"Airbus A320";180;152;1088624.0;705834.84
8348;"CCU-DEL";"CCU";"DEL";"2024-05-21";104;"Airbus A320";180;161;1130864.0;736545.31
8349;"DEL-BLR";"DEL";"BLR";"2022-02-11";225;"Boeing 787-8";256;196;2144240.0;1212114.64
8350;"LKO-BOM";"LKO";"BOM";"2022-05-01";197;"Boeing 737 MAX 8";186;132;482460.0;427973.54
8351;"COK-BLR";"COK";"BLR";"2024-01-18";211;"Airbus A321";220;144;1162944.0;700565.1
8352;"AMD-BOM";"AMD";"BOM";"2024-04-03";232;"Boeing 787-8";256;175;1789200.0;1089131.19
8353;"MAA-BOM";"MAA";"BOM";"2022-01-04";121;"Airbus A321";220;148;498316.0;393146.11
8354;"NAG-BOM";"NAG";"BOM";"2023-03-22";178;"Boeing 787-8";256;242;922262.0;779686.88
8355;"IXC-DEL";"IXC";"DEL";"2026-01-20";193;"Airbus A321";220;214;1349270.0;867135.11
8356;"IXB-CCU";"IXB";"CCU";"2025-04-20";119;"Airbus A321";220;207;1853478.0;1303406.72
8357;"NAG-BOM";"NAG";"BOM";"2023-11-09";78;"Boeing 737 MAX 8";186;126;598248.0;400989.19
8358;"IXB-CCU";"IXB";"CCU";"2025-11-12";52;"Airbus A321";220;144;1387584.0;1075632.23
8359;"TRV-MAA";"TRV";"MAA";"2026-06-18";201;"ATR 72";78;78;364104.0;325751.06
8360;"TRV-MAA";"TRV";"MAA";"2022-12-15";240;"Boeing 737 MAX 8";186;118;986480.0;721424.98
8361;"GOI-DEL";"GOI";"DEL";"2025-01-18";62;"Boeing 737-800";189;126;992502.0;776275.86
8362;"BLR-HYD";"BLR";"HYD";"2022-07-03";154;"Boeing 737 MAX 8";186;105;624120.0;495904.79
8363;"COK-BLR";"COK";"BLR";"2025-07-02";81;"Boeing 737 MAX 8";186;118;1100822.0;846634.2
8364;"COK-BLR";"COK";"BLR";"2022-03-10";75;"Airbus A320neo";186;128;576384.0;391543.14
8365;"MAA-BOM";"MAA";"BOM";"2025-06-25";119;"Boeing 737 MAX 8";186;122;660142.0;380514.11
8366;"PNQ-HYD";"PNQ";"HYD";"2023-08-29";208;"Airbus A320neo";186;179;546666.0;339946.6
8367;"COK-BLR";"COK";"BLR";"2026-10-26";83;"ATR 72";78;55;361845.0;253638.33
8368;"NAG-BOM";"NAG";"BOM";"2024-04-11";149;"Boeing 737-800";189;129;682023.0;383760.31
8369;"MAA-BOM";"MAA";"BOM";"2025-09-14";163;"Airbus A320neo";186;154;1507352.0;1278520.21
8370;"NAG-BOM";"NAG";"BOM";"2026-07-18";175;"Airbus A320";180;159;521997.0;321923.42
8371;"IXC-DEL";"IXC";"DEL";"2025-07-05";146;"Boeing 737-800";189;151;614268.0;431897.79
8372;"AMD-BOM";"AMD";"BOM";"2024-06-16";82;"Boeing 737-800";189;109;331905.0;226462.76
8373;"IXB-CCU";"IXB";"CCU";"2023-12-19";57;"Airbus A320neo";186;136;448392.0;340545.54
8374;"COK-BLR";"COK";"BLR";"2026-06-20";225;"Airbus A320";180;166;1791472.0;1417256.38
8375;"TRV-MAA";"TRV";"MAA";"2025-03-14";172;"Boeing 737-800";189;140;1172920.0;953367.52
8376;"COK-BLR";"COK";"BLR";"2024-03-09";143;"Airbus A320neo";186;158;611302.0;416670.64
8377;"MAA-BOM";"MAA";"BOM";"2026-08-02";61;"Boeing 787-8";256;153;664785.0;418245.71
8378;"JAI-DEL";"JAI";"DEL";"2023-05-13";131;"Airbus A320";180;128;633088.0;486195.01
8379;"BLR-HYD";"BLR";"HYD";"2024-08-15";209;"Airbus A320";180;134;1311190.0;945722.91
8380;"AMD-BOM";"AMD";"BOM";"2026-08-06";162;"Airbus A320neo";186;154;737660.0;618566.01
8381;"JAI-DEL";"JAI";"DEL";"2022-11-26";162;"Airbus A320neo";186;105;414855.0;276112.26
8382;"PNQ-HYD";"PNQ";"HYD";"2023-11-30";209;"Airbus A320";180;133;765415.0;544685.11
8383;"AMD-BOM";"AMD";"BOM";"2026-05-01";240;"Airbus A320neo";186;177;1314402.0;865560.77
8384;"DEL-BLR";"DEL";"BLR";"2022-04-04";137;"Airbus A320";180;180;1742040.0;1491046.63
8385;"JAI-DEL";"JAI";"DEL";"2026-01-21";82;"ATR 72";78;66;649374.0;466356.71
8386;"IXC-DEL";"IXC";"DEL";"2023-04-19";63;"Boeing 737-800";189;158;1398616.0;1113482.77
8387;"BLR-HYD";"BLR";"HYD";"2022-11-25";65;"Boeing 737-800";189;120;1360200.0;960782.9
8388;"TRV-MAA";"TRV";"MAA";"2023-05-20";94;"ATR 72";78;65;200655.0;175583.35
8389;"PNQ-HYD";"PNQ";"HYD";"2022-04-22";89;"Boeing 787-8";256;255;1331610.0;1061317.05
8390;"BLR-HYD";"BLR";"HYD";"2026-06-10";75;"ATR 72";78;74;390350.0;292747.06
8391;"BLR-HYD";"BLR";"HYD";"2023-04-10";121;"Airbus A320";180;144;1599408.0;1410018.32
8392;"AMD-BOM";"AMD";"BOM";"2024-10-16";199;"Airbus A321";220;202;1454400.0;1292974.3
8393;"COK-BLR";"COK";"BLR";"2026-06-29";199;"Airbus A320";180;115;790970.0;697200.17
8394;"IXC-DEL";"IXC";"DEL";"2022-06-21";91;"Airbus A321";220;217;2554958.0;1905835.66
8395;"BOM-DEL";"BOM";"DEL";"2025-09-11";188;"Boeing 737-800";189;125;1324375.0;798986.94
8396;"IXB-CCU";"IXB";"CCU";"2026-08-23";198;"Airbus A320neo";186;164;612704.0;402581.61
8397;"PNQ-HYD";"PNQ";"HYD";"2025-02-17";142;"Boeing 737-800";189;186;939486.0;755793.92
8398;"NAG-BOM";"NAG";"BOM";"2022-10-21";238;"Boeing 737-800";189;180;1465920.0;926870.22
8399;"GOI-DEL";"GOI";"DEL";"2026-08-31";165;"Boeing 737 MAX 8";186;151;520346.0;421029.31
8400;"IXC-DEL";"IXC";"DEL";"2025-01-27";97;"Boeing 787-8";256;140;1070160.0;730691.26
8401;"COK-BLR";"COK";"BLR";"2024-05-17";107;"Boeing 737 MAX 8";186;134;878906.0;712666.05
8402;"JAI-DEL";"JAI";"DEL";"2025-06-24";181;"Boeing 787-8";256;242;2012472.0;1324602.48
8403;"IXC-DEL";"IXC";"DEL";"2024-06-21";226;"Boeing 737-800";189;150;1424400.0;812335.85
